CustomerID,TerritoryID,TotalPurchaseYTD,DateFirstPurchase,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,CommuteDistance,Age,Bike
14229,9,49.99,11/18/2003,S,75001-100000,M,0,0,Bachelors,Professional,1,4,10+ Miles,36,0
14230,9,3612.8018,03/09/2003,S,75001-100000,M,0,0,Bachelors,Professional,0,3,10+ Miles,36,1
14231,9,58.98,08/12/2003,M,greater than 100000,F,0,5,Partial High School,Professional,1,4,10+ Miles,35,0
14232,9,74.98,10/01/2003,M,75001-100000,M,0,5,High School,Management,1,3,10+ Miles,36,0
14233,9,28.98,01/04/2004,S,75001-100000,M,0,5,High School,Management,1,3,10+ Miles,36,0
14234,9,5652.73,03/02/2003,S,75001-100000,F,0,5,High School,Management,1,4,10+ Miles,37,1
14235,9,5672.21,03/27/2003,M,75001-100000,M,0,5,Partial High School,Professional,0,4,10+ Miles,37,1
14236,9,5675.24,03/25/2003,M,greater than 100000,F,0,5,High School,Management,1,4,10+ Miles,37,1
14237,9,81.26,10/09/2003,M,greater than 100000,F,0,5,Partial High School,Professional,1,4,10+ Miles,37,0
14238,9,5633.91,03/17/2003,M,greater than 100000,M,0,5,Partial High School,Professional,1,4,10+ Miles,37,1
14239,4,2294.9925,11/07/2002,M,50001-75000,F,5,0,Bachelors,Management,1,2,10+ Miles,66,1
14240,1,2390.9525,11/27/2002,M,75001-100000,F,4,0,Bachelors,Management,0,2,1-2 Miles,66,1
14241,4,76.97,02/01/2004,M,greater than 100000,F,2,4,Graduate Degree,Management,1,1,2-5 Miles,66,0
14242,1,2350.9625,12/14/2002,M,50001-75000,M,5,0,Bachelors,Management,1,2,1-2 Miles,65,1
14243,1,21.98,10/08/2003,S,75001-100000,F,5,0,Bachelors,Management,1,2,5-10 Miles,65,0
14244,6,119.97,10/20/2003,M,75001-100000,F,5,0,Bachelors,Management,1,2,5-10 Miles,65,0
14245,1,21.98,08/03/2003,M,75001-100000,F,5,0,Bachelors,Management,1,2,5-10 Miles,65,0
14246,4,21.98,09/03/2003,S,75001-100000,M,5,0,Bachelors,Management,1,2,5-10 Miles,65,0
14247,1,56.97,07/13/2004,M,75001-100000,M,5,0,Bachelors,Management,1,2,5-10 Miles,65,0
14248,4,21.98,03/27/2004,M,75001-100000,F,2,3,Graduate Degree,Management,1,3,5-10 Miles,65,0
14249,4,46.47,12/01/2003,M,greater than 100000,M,2,4,Graduate Degree,Management,1,2,5-10 Miles,65,0
14250,4,21.98,03/02/2004,S,greater than 100000,M,2,3,Bachelors,Management,0,4,0-1 Miles,65,0
14251,4,21.98,05/09/2004,M,greater than 100000,M,2,3,Graduate Degree,Management,1,2,5-10 Miles,65,0
14252,1,71.97,06/22/2004,M,75001-100000,F,2,3,Graduate Degree,Management,1,3,1-2 Miles,64,0
14253,4,2394.4625,12/03/2002,S,greater than 100000,M,2,4,Bachelors,Management,1,2,5-10 Miles,64,1
14254,4,56.97,01/03/2004,M,greater than 100000,F,2,4,Bachelors,Management,0,2,5-10 Miles,64,0
14255,1,2379.4725,12/11/2002,S,greater than 100000,M,2,4,Bachelors,Management,1,3,5-10 Miles,64,1
14256,1,2341.9725,12/13/2002,S,greater than 100000,F,2,3,Graduate Degree,Management,0,2,0-1 Miles,64,1
14257,4,63.5,02/20/2004,M,greater than 100000,M,2,3,Graduate Degree,Management,1,2,0-1 Miles,64,0
14258,4,30.97,07/27/2004,S,50001-75000,F,4,0,Bachelors,Management,1,2,10+ Miles,63,0
14259,9,3560.94,03/20/2003,S,25001-50000,M,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,54,1
14260,9,3662.24,03/09/2003,S,25001-50000,M,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,54,1
14261,9,3604.8218,03/13/2003,S,50001-75000,F,2,0,Graduate Degree,Management,1,2,5-10 Miles,54,1
14262,9,5650.25,03/07/2003,M,50001-75000,M,2,0,Graduate Degree,Management,1,2,1-2 Miles,54,1
14263,9,5593.94,03/05/2003,S,75001-100000,F,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,53,1
14264,9,5208.74,03/19/2003,S,75001-100000,M,2,0,Partial College,Skilled Manual,0,2,1-2 Miles,53,1
14265,6,160.23,01/03/2004,S,25001-50000,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,32,0
14266,1,21.98,08/31/2003,M,25001-50000,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,32,0
14267,1,1785.9725,12/04/2002,S,25001-50000,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,32,1
14268,4,2701.43,12/29/2002,S,25001-50000,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,32,1
14269,4,63.5,03/26/2004,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,32,0
14270,4,793.7625,12/23/2002,S,50001-75000,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,32,1
14271,1,0,09/09/2003,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,33,0
14272,1,2730.41,12/10/2002,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,1-2 Miles,33,1
14273,4,21.98,03/09/2004,S,50001-75000,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,34,0
14274,6,86.57,10/30/2003,M,50001-75000,M,0,0,Partial College,Professional,1,2,5-10 Miles,31,0
14275,9,5150.42,03/23/2003,S,75001-100000,M,2,0,High School,Skilled Manual,1,2,5-10 Miles,52,1
14276,9,3210.2618,03/11/2003,S,75001-100000,F,2,0,High School,Skilled Manual,1,2,5-10 Miles,52,1
14277,9,2876.75,03/25/2003,S,50001-75000,M,2,0,High School,Skilled Manual,0,2,1-2 Miles,51,1
14278,9,127.47,01/20/2004,M,greater than 100000,F,0,1,Graduate Degree,Management,1,1,10+ Miles,49,0
14279,9,5128.72,03/10/2003,M,greater than 100000,F,0,1,Graduate Degree,Management,1,2,0-1 Miles,49,1
14280,1,21.98,10/22/2003,S,75001-100000,M,0,0,Bachelors,Management,0,1,2-5 Miles,34,0
14281,6,4737.31,11/09/2003,S,75001-100000,M,0,0,Bachelors,Management,0,1,0-1 Miles,34,1
14282,6,141.23,09/08/2003,S,25001-50000,F,0,0,High School,Professional,1,2,5-10 Miles,33,0
14283,1,1769.93,12/23/2002,S,50001-75000,M,0,0,Partial College,Professional,0,2,1-2 Miles,33,1
14284,1,769.4925,12/12/2002,S,50001-75000,M,0,0,Partial College,Professional,0,2,1-2 Miles,33,1
14285,4,804.4825,12/01/2002,S,50001-75000,F,0,0,Partial College,Professional,0,2,1-2 Miles,33,1
14286,9,5179.41,03/30/2003,M,greater than 100000,F,1,2,Bachelors,Management,1,3,2-5 Miles,48,1
14287,9,3092.3318,03/13/2003,S,greater than 100000,M,0,0,Graduate Degree,Management,1,1,0-1 Miles,48,1
14288,4,3329.42,12/02/2002,S,greater than 100000,F,0,1,Graduate Degree,Management,0,3,0-1 Miles,41,1
14289,4,2376.4525,12/03/2002,S,greater than 100000,F,0,0,Bachelors,Management,0,2,0-1 Miles,41,1
14290,1,2376.9625,01/23/2003,S,50001-75000,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,50,1
14291,6,223.45,08/02/2003,S,50001-75000,M,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,50,0
14292,4,2319.2625,01/22/2003,S,50001-75000,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,50,1
14293,4,21.98,02/19/2004,M,50001-75000,M,2,0,High School,Professional,0,2,5-10 Miles,50,0
14294,4,56.97,10/27/2003,M,50001-75000,M,2,0,High School,Professional,0,2,1-2 Miles,50,0
14295,4,21.98,11/29/2003,S,50001-75000,F,2,0,High School,Professional,1,2,5-10 Miles,50,0
14296,1,36.96,11/29/2003,M,50001-75000,M,2,0,High School,Professional,0,2,1-2 Miles,50,0
14297,4,2334.9825,01/17/2003,M,50001-75000,F,3,2,Partial College,Professional,1,0,5-10 Miles,50,1
14298,4,3357.72,01/16/2003,M,50001-75000,F,3,2,Partial College,Professional,1,0,5-10 Miles,50,1
14299,9,3037.3404,03/11/2003,M,75001-100000,M,2,2,Bachelors,Professional,0,1,0-1 Miles,40,1
14300,9,3251.3104,03/18/2003,S,75001-100000,M,4,4,Bachelors,Professional,1,0,1-2 Miles,40,1
14301,9,2822.76,03/05/2003,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,45,1
14302,9,5130.74,03/01/2003,S,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,45,1
14303,9,1587.8118,03/23/2003,M,50001-75000,F,1,0,Bachelors,Professional,1,1,0-1 Miles,45,1
14304,9,3560.94,03/30/2003,M,50001-75000,F,1,0,Bachelors,Professional,1,1,0-1 Miles,45,1
14305,9,3598.21,03/23/2003,M,50001-75000,M,1,0,Bachelors,Professional,1,1,0-1 Miles,45,1
14306,9,2910.88,03/08/2003,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,46,1
14307,9,191.27,08/23/2003,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,46,0
14308,9,5130.41,03/18/2003,S,75001-100000,F,0,0,Bachelors,Professional,0,1,2-5 Miles,41,1
14309,9,74.48,08/29/2003,S,greater than 100000,M,0,0,Graduate Degree,Management,0,2,1-2 Miles,41,0
14310,9,5192.71,03/21/2003,S,greater than 100000,M,0,0,Graduate Degree,Management,0,2,0-1 Miles,41,1
14311,9,113.96,09/07/2003,S,greater than 100000,M,0,0,Graduate Degree,Management,0,3,1-2 Miles,41,0
14312,9,166.28,08/22/2003,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,47,0
14313,9,187.45,02/10/2004,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,47,0
14314,9,87.96,12/22/2003,M,75001-100000,F,5,5,Bachelors,Professional,1,4,0-1 Miles,42,0
14315,9,101.76,10/24/2003,S,50001-75000,M,0,0,Bachelors,Professional,0,1,5-10 Miles,43,0
14316,9,3772.88,03/03/2003,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,45,1
14317,9,78.97,08/09/2003,S,50001-75000,M,5,4,Bachelors,Professional,1,2,5-10 Miles,45,0
14318,9,103.46,09/12/2003,M,50001-75000,M,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,45,0
14319,9,113.96,01/02/2004,M,50001-75000,F,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,45,0
14320,9,252.96,01/19/2004,M,50001-75000,F,5,4,Partial College,Skilled Manual,1,3,5-10 Miles,46,0
14321,9,74.98,05/17/2004,M,75001-100000,M,5,4,Bachelors,Professional,1,2,1-2 Miles,49,0
14322,9,2791.45,03/04/2003,S,75001-100000,F,2,0,Bachelors,Management,1,1,2-5 Miles,49,1
14323,9,5193.03,03/17/2003,S,50001-75000,M,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,50,1
14324,9,5086.44,03/08/2003,S,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,50,1
14325,9,5102.71,03/28/2003,S,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,50,1
14326,9,5153.71,03/08/2003,S,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,50,1
14327,4,24.27,05/21/2004,S,25001-50000,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,31,0
14328,6,273.67,08/26/2003,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,31,0
14329,4,36.96,08/01/2003,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,31,0
14330,6,804.47,11/15/2003,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,31,1
14331,1,21.98,03/26/2004,S,25001-50000,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,27,0
14332,6,77.26,12/08/2003,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,5-10 Miles,27,0
14333,1,56.97,05/30/2004,S,25001-50000,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,27,0
14334,1,848.4725,01/25/2003,M,25001-50000,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,27,1
14335,1,804.4825,01/01/2003,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,29,1
14336,1,1839.92,01/07/2003,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,29,1
14337,1,814.7125,02/04/2003,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,29,1
14338,6,826.45,11/18/2003,M,25001-50000,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,29,1
14339,4,36.96,08/16/2003,S,25001-50000,F,0,0,Partial High School,Clerical,0,2,0-1 Miles,30,0
14340,1,0,07/08/2004,S,25001-50000,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,30,0
14341,6,236.17,01/11/2004,M,25001-50000,M,0,0,Partial High School,Clerical,0,2,0-1 Miles,28,0
14342,1,1769.93,02/01/2003,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,28,1
14343,1,1769.93,02/19/2003,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,28,1
14344,9,117.96,10/21/2003,S,25001-50000,M,2,0,Partial College,Clerical,1,2,5-10 Miles,68,0
14345,9,1590.8218,03/03/2003,M,25001-50000,F,2,0,Bachelors,Management,0,2,0-1 Miles,67,1
14346,9,2840.91,03/30/2003,S,25001-50000,F,2,0,Bachelors,Management,1,2,5-10 Miles,66,1
14347,9,828.9704,03/26/2003,S,25001-50000,F,2,0,Bachelors,Management,1,2,5-10 Miles,66,1
14348,9,917.9604,03/08/2003,M,50001-75000,M,2,0,Graduate Degree,Management,1,1,5-10 Miles,65,1
14349,1,21.98,03/14/2004,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,31,0
14350,1,36.96,03/21/2004,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,1-2 Miles,31,0
14351,4,21.98,09/21/2003,S,25001-50000,F,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,31,0
14352,1,21.98,01/11/2004,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,1-2 Miles,32,0
14353,6,123.85,09/17/2003,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,1-2 Miles,32,0
14354,4,2701.43,02/25/2003,S,25001-50000,M,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,33,1
14355,1,804.4825,02/15/2003,M,50001-75000,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,34,1
14356,4,2351.9625,02/24/2003,S,75001-100000,F,0,0,Bachelors,Management,1,2,1-2 Miles,40,1
14357,4,3335.42,02/27/2003,M,75001-100000,M,1,0,Bachelors,Management,1,2,1-2 Miles,40,1
14358,1,40.96,01/30/2004,M,75001-100000,F,1,0,Bachelors,Management,1,2,0-1 Miles,40,0
14359,6,253.95,08/14/2003,M,75001-100000,M,4,4,Bachelors,Management,1,1,0-1 Miles,39,0
14360,4,21.98,04/26/2004,S,50001-75000,F,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,48,0
14361,1,56.97,07/09/2004,M,50001-75000,M,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,48,0
14362,1,845.4625,02/13/2003,S,25001-50000,M,4,4,Partial College,Clerical,1,2,1-2 Miles,35,1
14363,6,190.05,10/31/2003,S,25001-50000,F,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,34,0
14364,4,1839.92,02/14/2003,M,25001-50000,M,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,34,1
14365,4,804.4825,02/01/2003,M,25001-50000,M,1,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,34,1
14366,1,897.4425,03/19/2003,S,50001-75000,F,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,36,1
14367,1,839.4825,03/07/2003,S,50001-75000,F,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,36,1
14368,4,63.5,07/17/2004,M,50001-75000,M,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,36,0
14369,1,21.98,01/07/2004,M,50001-75000,M,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,36,0
14370,6,89.96,01/14/2004,M,25001-50000,F,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,35,0
14371,6,84.87,09/16/2003,M,25001-50000,M,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,35,0
14372,1,21.98,12/13/2003,M,50001-75000,F,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,35,0
14373,4,21.98,12/23/2003,M,50001-75000,M,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,35,0
14374,4,3360.42,03/31/2003,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,0-1 Miles,35,1
14375,1,4.99,01/03/2004,M,25001-50000,F,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,37,0
14376,1,21.98,01/31/2004,S,50001-75000,F,4,0,Bachelors,Management,1,2,10+ Miles,63,0
14377,1,1000.44,03/16/2003,S,50001-75000,F,4,0,Bachelors,Management,1,2,1-2 Miles,63,1
14378,4,1784.91,03/21/2003,S,50001-75000,M,4,0,Graduate Degree,Management,1,2,10+ Miles,63,1
14379,4,854.4725,03/24/2003,M,50001-75000,M,4,0,Graduate Degree,Management,1,2,10+ Miles,63,1
14380,1,2329.9925,03/22/2003,M,50001-75000,F,5,0,Bachelors,Management,1,2,1-2 Miles,63,1
14381,1,3295.43,03/06/2003,S,50001-75000,F,5,0,Bachelors,Management,1,2,10+ Miles,63,1
14382,4,3368.92,03/06/2003,S,50001-75000,M,5,0,Bachelors,Management,1,2,10+ Miles,63,1
14383,4,21.98,02/12/2004,M,50001-75000,M,5,0,Bachelors,Management,1,2,2-5 Miles,62,0
14384,1,39.98,04/08/2004,M,50001-75000,F,4,0,Bachelors,Management,1,2,2-5 Miles,62,0
14385,1,777.4425,04/21/2003,M,50001-75000,F,4,0,Bachelors,Management,1,2,10+ Miles,62,1
14386,4,917.9625,04/13/2003,S,50001-75000,F,5,0,Bachelors,Management,1,3,10+ Miles,61,1
14387,6,848.47,11/03/2003,M,50001-75000,F,5,0,Bachelors,Management,1,3,10+ Miles,61,1
14388,4,56.97,11/29/2003,M,50001-75000,F,5,0,Bachelors,Management,1,2,1-2 Miles,61,0
14389,4,4.99,05/02/2004,M,50001-75000,M,2,1,Bachelors,Management,1,0,2-5 Miles,60,0
14390,4,4.99,05/06/2004,M,50001-75000,M,2,1,Bachelors,Management,0,0,2-5 Miles,60,0
14391,1,0,03/27/2004,M,50001-75000,M,4,1,Bachelors,Management,1,1,1-2 Miles,60,0
14392,1,2294.9925,04/11/2003,M,50001-75000,M,4,1,Bachelors,Management,1,1,10+ Miles,60,1
14393,1,21.98,04/01/2004,S,50001-75000,M,4,1,Bachelors,Management,1,1,10+ Miles,60,0
14394,1,2344.2625,04/22/2003,M,50001-75000,M,4,1,Bachelors,Management,1,1,10+ Miles,60,1
14395,4,71.97,04/19/2004,S,50001-75000,M,4,1,Bachelors,Management,1,1,10+ Miles,60,0
14396,1,26.97,01/18/2004,S,50001-75000,F,2,1,Partial College,Professional,1,1,10+ Miles,59,0
14397,1,4.99,07/28/2004,S,50001-75000,F,2,1,Partial College,Professional,1,1,10+ Miles,59,0
14398,1,804.4825,04/15/2003,M,50001-75000,M,2,1,Partial College,Professional,1,1,10+ Miles,59,1
14399,4,0,10/14/2003,S,50001-75000,M,2,1,Bachelors,Management,1,0,10+ Miles,59,0
14400,4,3335.42,04/05/2003,S,50001-75000,M,4,1,Bachelors,Management,1,2,10+ Miles,59,1
14401,1,7.28,11/23/2003,M,50001-75000,M,2,1,Partial College,Professional,0,2,2-5 Miles,58,0
14402,1,4.99,07/03/2004,S,50001-75000,F,2,1,Partial College,Professional,1,2,10+ Miles,58,0
14403,4,4.99,06/15/2004,S,50001-75000,F,2,1,Partial College,Professional,1,2,10+ Miles,58,0
14404,1,0,08/26/2003,S,50001-75000,F,2,1,Partial College,Professional,1,2,2-5 Miles,57,0
14405,1,39.98,03/24/2004,M,50001-75000,M,2,1,Partial College,Professional,1,2,2-5 Miles,57,0
14406,4,850.9525,04/09/2003,M,50001-75000,F,2,1,Partial College,Professional,1,1,2-5 Miles,57,1
14407,4,39.98,07/06/2004,M,50001-75000,M,2,1,Partial College,Professional,1,1,2-5 Miles,57,0
14408,4,56.97,06/08/2004,S,50001-75000,F,4,2,Partial College,Professional,1,1,10+ Miles,57,0
14409,4,21.98,01/02/2004,M,50001-75000,M,4,2,Partial College,Professional,1,1,1-2 Miles,57,0
14410,4,21.98,05/29/2004,M,50001-75000,F,4,2,Partial College,Professional,1,1,1-2 Miles,57,0
14411,1,3355.43,04/06/2003,S,50001-75000,F,2,1,High School,Professional,1,2,10+ Miles,56,1
14412,1,2319.9925,04/30/2003,S,50001-75000,F,2,1,High School,Professional,1,2,10+ Miles,56,1
14413,4,889.4725,04/25/2003,M,50001-75000,F,2,1,Partial College,Professional,1,2,2-5 Miles,56,1
14414,4,793.4625,04/17/2003,M,50001-75000,F,2,1,Partial College,Professional,0,2,2-5 Miles,56,1
14415,4,1000.44,04/17/2003,M,50001-75000,M,2,1,Partial College,Professional,1,2,2-5 Miles,56,1
14416,6,0,11/21/2003,M,50001-75000,F,3,1,High School,Professional,1,2,10+ Miles,55,1
14417,1,1839.92,04/05/2003,S,50001-75000,M,3,1,High School,Professional,1,2,10+ Miles,55,1
14418,1,928.4925,04/04/2003,M,50001-75000,F,3,1,High School,Professional,1,2,10+ Miles,55,1
14419,1,2370.9625,05/16/2003,M,50001-75000,F,4,2,Partial College,Professional,1,2,10+ Miles,55,1
14420,1,2319.9925,05/30/2003,S,50001-75000,F,4,2,Partial College,Professional,1,2,10+ Miles,55,1
14421,1,3360.42,05/09/2003,M,50001-75000,F,5,2,Partial College,Professional,1,2,2-5 Miles,55,1
14422,8,36.59,10/08/2003,S,greater than 100000,F,2,3,Bachelors,Management,0,4,0-1 Miles,49,0
14423,10,106.92,10/06/2003,M,greater than 100000,F,2,3,Bachelors,Management,1,4,0-1 Miles,49,0
14424,7,6989.87,09/05/2002,S,greater than 100000,F,2,4,Partial College,Professional,1,3,5-10 Miles,50,1
14425,8,8297.31,03/18/2002,M,greater than 100000,M,2,4,High School,Professional,1,4,5-10 Miles,50,1
14426,8,8297.32,03/24/2002,M,greater than 100000,F,2,4,Partial College,Professional,1,2,0-1 Miles,50,1
14427,10,8401.27,10/07/2001,M,greater than 100000,M,3,4,Partial College,Professional,1,3,5-10 Miles,51,1
14428,8,8286.32,03/01/2002,S,greater than 100000,F,3,4,Partial College,Professional,0,3,0-1 Miles,52,1
14429,10,4816.02,10/01/2001,S,greater than 100000,F,3,4,Partial College,Professional,0,3,0-1 Miles,52,1
14430,1,21.98,04/04/2004,M,75001-100000,F,2,1,Partial College,Professional,1,0,5-10 Miles,50,0
14431,4,0,07/17/2004,M,50001-75000,F,3,0,Partial College,Professional,0,2,0-1 Miles,51,0
14432,1,0,03/15/2004,S,75001-100000,M,4,0,Graduate Degree,Management,1,1,5-10 Miles,74,0
14433,4,2341.9725,05/09/2003,M,greater than 100000,F,1,2,Graduate Degree,Management,1,2,2-5 Miles,74,1
14434,4,3342.41,05/16/2003,S,greater than 100000,F,1,2,Graduate Degree,Management,1,2,2-5 Miles,74,1
14435,4,71.97,02/13/2004,M,greater than 100000,F,1,2,Graduate Degree,Management,1,3,1-2 Miles,74,0
14436,6,4771.02,11/18/2003,M,75001-100000,M,4,4,Partial College,Professional,1,3,2-5 Miles,42,1
14437,1,0,06/20/2004,M,75001-100000,M,5,5,Partial College,Professional,1,3,2-5 Miles,42,0
14438,1,3317.41,05/11/2003,S,75001-100000,F,3,1,Bachelors,Management,1,4,2-5 Miles,42,1
14439,1,3310.41,05/06/2003,M,75001-100000,M,4,1,Partial College,Professional,1,4,2-5 Miles,42,1
14440,4,2366.9425,05/03/2003,M,75001-100000,M,4,1,Partial College,Professional,1,4,2-5 Miles,42,1
14441,4,21.98,10/25/2003,M,greater than 100000,M,2,2,Bachelors,Management,1,3,1-2 Miles,42,0
14442,4,3335.42,05/22/2003,S,greater than 100000,F,3,2,Partial College,Professional,1,4,2-5 Miles,42,1
14443,4,0,09/22/2003,M,greater than 100000,M,1,1,Graduate Degree,Management,1,4,0-1 Miles,42,0
14444,4,21.98,12/26/2003,M,greater than 100000,M,1,1,Graduate Degree,Management,1,4,0-1 Miles,42,0
14445,4,36.96,10/08/2003,M,greater than 100000,M,1,1,Graduate Degree,Management,1,4,0-1 Miles,42,0
14446,6,141.76,08/05/2003,M,75001-100000,M,4,3,Bachelors,Management,1,0,2-5 Miles,43,0
14447,1,2384.9625,05/20/2003,S,75001-100000,F,4,3,Partial College,Professional,1,2,2-5 Miles,43,1
14448,1,3335.42,05/15/2003,M,75001-100000,F,5,5,Partial College,Professional,1,3,2-5 Miles,43,1
14449,1,2354.9825,05/14/2003,S,75001-100000,M,0,0,Partial College,Professional,0,1,10+ Miles,43,1
14450,4,21.98,11/24/2003,M,greater than 100000,M,2,2,Graduate Degree,Management,1,2,0-1 Miles,43,0
14451,4,3360.42,05/07/2003,S,greater than 100000,M,2,2,Graduate Degree,Management,0,3,0-1 Miles,43,1
14452,1,2376.9625,05/16/2003,M,50001-75000,M,3,2,Partial College,Professional,1,0,5-10 Miles,51,1
14453,1,3392.4,05/08/2003,S,75001-100000,M,2,1,Partial College,Professional,1,0,5-10 Miles,51,1
14454,4,21.98,10/04/2003,M,75001-100000,F,1,2,Graduate Degree,Management,1,1,0-1 Miles,73,0
14455,6,168.94,09/03/2003,M,75001-100000,F,4,3,Partial College,Professional,1,2,2-5 Miles,44,0
14456,1,3342.41,05/03/2003,S,75001-100000,M,0,0,Partial College,Professional,0,2,2-5 Miles,44,1
14457,4,3335.41,06/03/2003,M,greater than 100000,M,4,3,Partial College,Professional,1,3,5-10 Miles,44,1
14458,6,123.96,01/18/2004,M,75001-100000,M,5,4,Partial College,Professional,1,2,0-1 Miles,45,0
14459,6,4740.02,12/16/2003,S,75001-100000,M,5,4,Partial College,Professional,1,3,5-10 Miles,45,1
14460,1,71.97,06/06/2004,M,75001-100000,M,1,2,Partial College,Professional,1,3,1-2 Miles,45,0
14461,1,3305.42,06/23/2003,M,75001-100000,F,1,2,Partial College,Professional,1,4,5-10 Miles,45,1
14462,4,0,03/20/2004,M,greater than 100000,F,1,3,Bachelors,Management,1,2,1-2 Miles,45,0
14463,4,59.98,09/09/2003,M,greater than 100000,F,1,3,Partial College,Professional,1,4,1-2 Miles,45,0
14464,4,2357.2825,06/18/2003,M,greater than 100000,F,1,2,Bachelors,Management,1,4,2-5 Miles,45,1
14465,1,4.99,08/12/2003,M,75001-100000,M,4,3,High School,Professional,1,1,5-10 Miles,46,0
14466,1,26.97,04/15/2004,M,75001-100000,M,4,3,High School,Professional,1,1,5-10 Miles,46,0
14467,1,4.99,11/11/2003,M,75001-100000,M,4,3,High School,Professional,1,2,5-10 Miles,46,0
14468,1,4.99,08/15/2003,S,75001-100000,F,4,3,High School,Professional,1,2,5-10 Miles,46,0
14469,1,39.98,10/02/2003,M,75001-100000,F,3,2,Partial College,Professional,1,4,1-2 Miles,46,0
14470,4,2381.9625,06/20/2003,M,greater than 100000,M,1,3,Bachelors,Management,1,3,0-1 Miles,46,1
14471,4,2354.9925,06/04/2003,S,greater than 100000,M,1,3,Bachelors,Management,0,3,0-1 Miles,46,1
14472,4,3344.7,06/28/2003,M,greater than 100000,F,3,3,Bachelors,Management,1,3,0-1 Miles,46,1
